Unnamed: 0,id,scene,subject,script,intention
1005,5ZDNU,Closet / Walk-in closet / Spear closet,DXDI,"A person standing in their closet starts undressing, putting their clothes items into a wardrobe as they do.  They pick up a pile of homework from the closet floor, walking out of the closet and away.",undressing
1006,JWPS5,Living room,2RTW,A person is eating a sandwich while watching television. The person sets down their sandwich and begins folding a towel.,folding
1007,O630X,Stairs,8IOD,"A person is walking down the stairs holding a book. The person stops, sits down on the stairs, and starts working on homework in the book. The person falls asleep while doing the homework and then suddenly awakens and goes back to working.",working
1008,CU3JE,Closet / Walk-in closet / Spear closet,3VLX,"A person is grasping a laptop tightly in their hand, then the person begins taking clothes off the shelf.",taking
1010,O9WFN,Kitchen,YRJD,"A person opens the door to their closet, pouring coffee into a cup from a thermos. The person sets the cup down, and begins undressing.",undressing
1011,EKLVV,Bedroom,DXDI,A person holds a towel as they look out the window. The person takes a jacket from the desk and begins dressing.,dressing
1012,1THHL,Pantry,ZAWX,Person is opening medicine cabinets and grabs towel and starts smiling.,smiling
1013,G4E4S,Kitchen,3H6W,"A person is carrying clothes in their kitchen. They put them down and take off their shoes. They pour detergent on the clothes, and begin washing their clothes.",washing
1014,LB006,Other,5LWB,A person comes walking into the garage with a box while another person begins playing with a toy from a box.,playing
1015,82ZNR,Kitchen,UO0Z,A person is cooking by the stove. Then the person dumps their coffee into the sink and begins washing the mug.,washing
1016,XF28F,Bathroom,1TZV,"A person is laughing. They pull their clothes off of a shelf and begin playing, pretending that their clothes are running around the room.",playing
1017,ACMHK,Kitchen,4OHY,A person is eating some food in the kitchen. They are sitting on the chair and then they begin sneezing when they look up at the light.,sneezing
1018,MT6C2,Kitchen,0KZ7,A person runs into the kitchen holding a pillow. They open a window and begin cooking.,cooking
1019,HOGVD,Home Office / Study (A room in a house used for work),HR43,A person smiles as they go through a bag of groceries on the desk. The person opens one of the items and begins eating it.,eating
1020,NDYOR,Bedroom,YMXV,A person walks into the bedroom and begins tidying. The person takes their phone from the floor and places it on a shelf.,tidying
1021,RO8N5,Basement (A room below the ground floor),6RE8,A person is sitting in a chair watching television. The person begins pouring a can of soda into a cup and starts drinking out of it.,drinking
1022,PM107,Stairs,1OHU,"Person slings bag over back, and grabs a box.  Then the person walks to the top of the stairs.  Person puts down the bag and the box at the top of the stairs.  Person opens curtains, and starts watching out of the window.",watching
1023,MR66M,Recreation room / Man cave,D0RU,A person is walking while holding a pair of shoes.  The person then starts taking food from a table.,taking
1024,AKALB,Bedroom,YMXV,A person is lying on the bed. The person sits up and begins throwing their pillows at the table.,throwing
1025,QRULM,Bathroom,4YWP,"A person washes their hands in the sink slowly, watching the water pour down the drain. The person then dries them off with a towel, and begins looking at a picture and smiling to themselves.",looking
1028,75AX5,Kitchen,ENC8,"A person runs into the kitchen and begins cooking food. The person sneezes onto the food, looks around, and shrugs. The person opens the refrigerator.",cooking
1029,SVQFY,Kitchen,3531,"In the kitchen, a person drinking coffee and eating a sandwich starts tidying up.",tidying
1031,3ZOI4,Home Office / Study (A room in a house used for work),T7C3,A person is running into the study holding a camera begins throwing food on the floor.,throwing
1032,TPHRR,Kitchen,ZAWX,A person is smiling as the person sits at the table. The person puts their groceries away and begins cooking.,cooking
1034,VG0NZ,Bedroom,3H6W,A person eats some food then they begin laughing at something playing on their phone.,laughing
1035,YIK5I,Living room,9PLL,"A person is sitting at their desk watching television. Then the person stands and begins tidying up the room, opening the door to air it out.",tidying
1036,88Z3M,Dining room,DXDI,A person is walking through the doorway and then begins watching out the window.,watching
1037,PYIA3,Kitchen,2RTW,"A person is putting a bag into the refrigerator. Grasping the handle, the person turns and begins watching TV over their shoulder.",watching television
1039,IIJ5I,Kitchen,C7O9,A person awakens in their kitchen holding their homework. They begin cooking on the stove.,cooking
1040,TIJOY,Entryway (A hall that is generally located at the entrance of a house),5LWB,"A person sits at the bottom of the stairs, grabs some dishes out of their groceries, and begins eating. Another person walks up and pours their drink out.",eating
1041,5O31N,Hallway,P6LJ,"One person puts a chair against the door to keep it closed, then smiles and starts undressing.",undressing
1042,KRZW8,Other,D0RU,Person sitting with their laptop open looks at their phone and starts laughing.,laughing
1043,G183W,Living room,OUKK,"One person opens a chair, puts a blanket on it, then lies down and starts drinking and smiling.",drinking
1044,IJPY2,Kitchen,9Y7F,One person stands holding a box and a cup of coffee as another starts undressing by a desk.,undressing
1046,BYDSE,Bedroom,QB52,A person awakens in their basement on a sofa with their head on a pillow. They stand and begins undressing.,undressing
1047,NDBXV,Hallway,3VLX,A person is seen grasping a vacuum while laughing. They begin cleaning the area but notice a camera which they start to fiddle with.,cleaning
1048,FERH5,Bathroom,KFGP,Person is opening medicine cabinet and takes picture with camera and then starts sneezing.,sneezing
1049,1X0M3,Kitchen,P6LJ,"Grasping a box from a grocery bag, a person stands in the pantry and starts putting coffee in a glass container.",putting
1050,WIUQN,Home Office / Study (A room in a house used for work),HJJ4,"A person drinking their favorite beverage in their home office opens a desk draw and retrieve a phone from it.  They look at a picture on it, and then begin playing a mobile game on it.",playing
1051,W882Y,Kitchen,L4ZP,A person is putting a bag on the counter. They begin opening the bag when their phone goes off. They start smiling as they look at their phone.,opening
1052,JG7UX,Kitchen,KFGP,A person is undressing in front of the wardrobe. The person begins taking their clothes off the floor and walks them ot the hamper. Then the person opens the refrigerator.,taking
1053,B69CF,Basement (A room below the ground floor),UTMU,A person is laying on an a pillow in the basement and begins awakening. They stand up and go close an open window.,awakening
1055,O441U,Closet / Walk-in closet / Spear closet,KFGP,A person in a closet puts a towel in a bag and sneezes before they begin dressing for work.,dressing
1056,ZJ54N,Hallway,PO5L,A person is eating food from a bag. Next then begin undressing by taking off a jacket.,undressing
1057,BZ5AU,Hallway,ZAWX,A person is dressing in front of the mirror. The person begins smiling as the person is watching himself put on their clothes.,smiling
1059,9Q1N7,Stairs,9Y7F,"A person is running to the bed. The person picks up a pillow and, laughing, begins snuggling with it.",snuggling
1060,K1D2G,Bedroom,YMXV,"A person is running into a bedroom holding a towel, and wrapped in a blanket. The person starts tidying the room.",tidying
1061,D09K3,Recreation room / Man cave,4I2W,A person is standing by a chair holding a glass. They begin opening a door.,opening
1062,IC4D5,Kitchen,R1OT,A person is laughing in the kitchen next to the stove and there is a pillow on the floor.  Then the person starts undressing.,undressing
1063,KUQLC,Laundry room,WQ8Z,"The person is snuggling a blanket next to the laundry room door, and then they stop and begin playing with the doorknob.",playing
1064,DA7E9,Kitchen,3VLX,"A person is cooking at the stove, throwing ingredients into the skillet. They pick up a book, a cookbook, to look for the next step, and begin working some more on the meal.",working
1065,JY0I5,Bathroom,WG9D,"A person is standing in the bathroom washing their face.  The person takes a towel out of a bag and wipes their face, then picks up a broom and begins sweeping the floor.",sweeping
1066,55MRE,Garage,HJJ4,A person eating food starts throwing blankets into a pile in the garage.,throwing
1068,WEIS2,Bedroom,ZAWX,A person is seen holding a camera while inspecting it. They begin leaving the room and go look at themselves in a mirror.,leaving
1069,S4EEQ,Closet / Walk-in closet / Spear closet,PKND,One person watches with one hand on the doorknob as another person starts undressing near folded clothes on a shelf.,undressing
1070,LE5F4,Hallway,H8N1,A person takes a camera from the chair and begins playing with it.,playing
1071,BJXRT,Living room,KQI6,"A person holding a blanket opens a kitchen cabinet. They look inside it, walk away, and begin sitting in a chair.",sitting
1072,Q2Z3E,Bathroom,S395,A person is holding a towel in the bathroom. They then begin watching a picture on the wall.,watching
1073,U4W3C,Closet / Walk-in closet / Spear closet,2Q9D,"One person puts down a book, then starts tidying up the closet. When finished, the person sits down with the book.",tidying
1074,ABFGZ,Stairs,DXDI,Person is standing next to mirror holding box of food then starts laughing.,laughing
1075,3LM6H,Living room,4OHY,A person in the garage begins undressing while holding a broom and laughing. The person then picks up a box.,undressing
1076,U3ANG,Closet / Walk-in closet / Spear closet,UTMU,A person is holding a laptop while opening the closet. The person begins tidying up the clothes and puts the laptop in a box.,tidying
1077,493WS,Kitchen,ZSRZ,"A person is at the stove cooking. They walk to the refrigerator, look irritated as if they cannot find what they are looking for, and begin throwing things out of it.",throwing
1078,AOBWQ,Bedroom,4OHY,A person is vacuuming their room when they begin sneezing. They look on a table and begin throwing clothes on it.,sneezing
1079,LKHKF,Bedroom,YMXV,A person smiles as they read a book on the sofa. The person begins laughing hysterically.,laughing
1080,U1BQ0,Kitchen,4OHY,A person is seen putting dishes away and starts throwing them in boxes. They begin sitting down with a blanket looking disheartened.,throwing
1081,JIWY2,Dining room,DXDI,A person is seen eating some food and drinking coffee. They begin smiling and look out the window,smiling
1084,H8F1C,Bathroom,XXN8,"A person is holding a book, walking past a large picture on the wall. Then, smiling, the person begins undressing.",undressing
1085,KZODG,Living room,2RTW,"A person sits in front of a television, occasionally glancing from it to the laptop also in front of them, and back again. They close the laptop after a moment and pick up their phone. They select an app and begin playing a game on the phone's touchscreen.",playing
1086,TAGC0,Basement (A room below the ground floor),KFGP,"A person is tidying up the basement by folding towels that are down there. The person gets a phone call and takes a phone out of a pocket answering the call, after talking for 5 seconds the person begins laughing.",laughing
1087,MLK57,Bedroom,0KZ7,"A person awakens in a bedroom, looks at a clock, scrambles out of bed while throwing a blanket on the floor and rapidly begins grabbing clothes out of a wardrobe.",grabbing
1090,O3HAK,Living room,2RTW,"Two persons are snuggling while lying on a large chair, when one grasps a phone that starts ringing.",ringing
1091,JP1KG,Bedroom,YMXV,Person is putting bag of groceries on floor then looks in mirror and starts sneezing.,sneezing
1092,XHG13,Basement (A room below the ground floor),YA10,"One person pours something and starts drinking, then throws some dishes into a box.",drinking
1094,XDFPV,Living room,KQI6,One person leaves the desk as another walks in with a phone and starts playing games.,playing
1096,2G59W,Hallway,EE32,A person is seen sitting while looking at their phone. They put their phone away and begin holding their clothes.,holding
1097,FABO7,Hallway,1TZV,Person is talking on phone while standing next to vacuum cleaner then starts smiling at picture on wall.,smiling
1098,8EU89,Laundry room,EIO2,"A person opens the door and enters their laundry room. The person sits on a pillow on a chair, and begins undressing.",undressing
1099,5IVO1,Bedroom,YMXV,A person awakens in their recreation room on a sofa holding a book. The person starts dressing and runs from the room,dressing
1101,WBBTU,Kitchen,YA10,"A person walks to a refrigerator, grasps a sandwich and begins cooking at a stove.",cooking
1102,YXJBA,Living room,T7C3,"One person walks in with a book and blanket, then starts eating and drinking.",eating
1103,06R14,Entryway (A hall that is generally located at the entrance of a house),DXDI,One person is lying in the entryway by a chair and some shoes. This person starts sneezing.,sneezing
1104,X28IF,Living room,2RTW,"A person awakens in a chair in their home office. The person turns off the television, pours a cup of coffee, and begins working on their laptop.",working
1105,XX7ZJ,Kitchen,HR43,Person is standing in doorway with bag of groceries and starts smiling while looking at camera.,smiling
1106,PPUOO,Bathroom,28B0,"A person grasps the doorknob to open the door. The person enters the bathroom laughing, taking a bite of their sandwich. The person then opens a cabinet and starts throwing a towel inside.",throwing
1107,ZDEYU,Bedroom,WG9D,"A person in their man cave is laughing at their mirror. After a while, they begin playing with a pillow in an odd manner.",playing
1108,K0Z9V,Kitchen,2RTW,"A person is cooking in the kitchen and spills an entire container of pepper. The person starts sneezing repeatedly from the pepper and runs out of the doorway, almost tripping over a chair on the way out.",sneezing
1110,2ZG3U,Kitchen,8718,A person is watching television while lying on a sofa. The person gets up and begins pouring soda into a cup.,pouring
1111,TXQWJ,Kitchen,UO0Z,A person is drinking a glass of water in front of a refrigerator in a kitchen. The person then walks to the counter and starts unpacking groceries.,unpacking
1112,ZZ89F,Kitchen,BYF9,A person is watching the doorway. The person then opens the refrigerator and begins pouring a drink.,pouring
1113,TMTAC,Kitchen,UTMU,A person is seen throwing groceries on the counter. They begin opening a bag and pull out some shoes,opening
1115,7HEWH,Kitchen,ZAWX,A person is sitting down in a kitchen while drinking coffee. The person begin standing up after a few seconds and walks over to the sink to start washing dirty dishes.,standing
1116,VE52Z,Kitchen,CCI9,A person in the hallway holding a sandwich. The look in the mirror and begin throwing the sandwich around.,throwing
1117,CEZ0A,Kitchen,WQ8Z,A person is laughing while on the phone then starts opening a window.,opening
1118,DC4XY,Dining room,6RE8,A person is seen walking past a chair. They then begin sneezing and they sit in the chair with a mirror in their hands,sneezing
1119,BYSQ7,Bedroom,LWUV,"A person sits in a chair while drinking water. The person then starts grasping their shoes, takes off their shoes, and dance around the chair.",grasping
1120,Z1DBB,Bedroom,P6LJ,A person is grasping a sandwich in their hand. Then the person picks up a pile of clothes and begins throwing them onto the table.,throwing
1121,T84EQ,Bedroom,28B0,A person is lying on a pillow covered with a blanket. The person begins drinking soda from a can.,drinking
1123,42UH8,Hallway,PO5L,Person is holding glass of coffee looking at vacuum cleaner then starts eating cookies.,eating
1124,YPG4G,Dining room,HJJ4,A person holding a pair of shoes opens a window and starts tidying up their dining room.,tidying
1125,BB5DY,Living room,6RE8,A person is seen putting their homework on the table. They then take a blanket and begin snuggling with it after sitting down.,snuggling
1126,3KWFT,Bathroom,MKUT,"One person runs into the bathroom with a book and a broom, starts tidying up a cabinet, then sneezes.",tidying
1127,NSEZ8,Dining room,WG9D,A person puts a towel down and picks up a book. The person sits down and begins reading.,reading
1128,06OKE,Living room,PKND,Person is putting medicine on towel then starts smiling and drinks bottle of water.,smiling
1129,T7449,Home Office / Study (A room in a house used for work),YA10,In the home office a person is standing with a broom between their legs and a blanket tied around their shoulders. Another person holding a sandwich starts laughing at first person.,laughing
1130,Q5ZIL,Living room,EIO2,The person is sitting at the table.  They begin sneezing and take some medicine.,sneezing
1131,1M8EE,Recreation room / Man cave,6RE8,"A person is walking into their recreation room. The person sits at their desk and begins watching television. The person turns the television off, and leaves the room.",watching
1133,OR3G4,Kitchen,HJJ4,"One person grasps a towel to put over a shoulder and starts cooking at the stove, then watches what's cooking for a few moments.",cooking
1134,MX4FM,Entryway (A hall that is generally located at the entrance of a house),3H6W,A person is seen watching their coffee intently. They begin sneezing and then lay their head down on the desk.,sneezing
1135,TEQU4,Garage,0KZ7,"One person sits down by a broom, then starts watching something on a phone while eating.",watching
1136,NH3LX,Living room,Z68L,The person putting the phone by the book begins drinking.,drinking
1137,4JOAD,Kitchen,R1OT,The person puts groceries down and starts tidying the counter with a towel. Then they start walking toward the door.,tidying
1138,DY9AE,Bedroom,DBGJ,A person is grasping a sandwich then sneezes and and starts laughing while looking at a bag.,laughing
1139,KPXQ0,Other,ZAWX,"One person grasping a flashlight takes a laptop from a chair in the closet, then starts sneezing.",sneezing
1140,78LXZ,Laundry room,HR43,"One person takes a stack of clothes and a book from the laundry room, then starts smiling.",smiling
1141,VOBBG,Kitchen,XXN8,"A person is sitting at the dining room table. The person is holding their mobile phone. The person takes a picture of their food, then begins eating their dinner. The person finishes then takes the dishes to the kitchen.",eating
1142,VS5IY,Home Office / Study (A room in a house used for work),UTMU,A person walks into their office and puts a glass of milk on a table. The person starts tidying up some paperwork on their desk and starts getting dressed for work.,tidying
1143,74DPG,Kitchen,UTMU,"Person is  wrapped in blanket sitting on chair pouring tea in cup, then starts drinking it.",drinking
1145,AOMNM,Closet / Walk-in closet / Spear closet,OUKK,"A person runs into the closet, carrying a pile of clothes. The person begins working on putting the clothes away.",working
1146,C1LVJ,Dining room,XXN8,"One person grasps a pillow from a chair and starts playing with it, then puts the pillow down.",playing
1147,TVCQF,Home Office / Study (A room in a house used for work),18IT,One person in the doorway pours a drink and starts drinking. Another person closes a box on a shelf that has a stack of homework on it.,drinking
1148,YD8BF,Dining room,HJJ4,A person awakens sitting at a table in a dining room holding a pillow. The person starts laughing a leaves.,laughing
1150,CSYES,Laundry room,XXN8,"A person sits in a chair, folding towels. The person puts them on the table, takes out their phone, and begins playing with it.",playing
1152,V73YI,Home Office / Study (A room in a house used for work),5LWB,Two people are snuggling on a sofa and then one person begins throwing a pillow through the doorway in the home office / study.,throwing
1153,KFM5Q,Living room,WQ8Z,"One person holds a blanket and snuggles it, then starts playing with the buttons on a camera.",playing
1154,1KJI0,Kitchen,HJJ4,A person is cooking something on the stove and then goes to the refrigerator and begins pouring a drink.,pouring
1155,IJZ4F,Kitchen,ZSRZ,A person is taking dishes from the cabinet and then starts cooking at the stove.,cooking
1156,IEZFM,Home Office / Study (A room in a house used for work),4OHY,A person walks in the doorway and turns the light on. The person closes the door  and begins working from a laptop.,working
1157,Z2DEZ,Bedroom,YMXV,A laughing person wrapped in a blanket sitting at a desk stands and starts dressing.,dressing
1158,MUVB8,Living room,H8N1,"A person is awakening on the sofa. Then, laughing, the person begins snuggling back into it before reaching to turn on the light on the table.",snuggling
1160,WJ1E7,Kitchen,2RTW,"A person grasps a pair a shoes. The person puts the shoes down, sits a table, and begins doing homework.",doing
1161,IWMW1,Hallway,PO5L,Person is walking down the hallway while opening up a cola and begins drinking it.  Person then sees food on the floor and grabs a towel to tidy up the mess on the floor.,drinking
1162,K5IAK,Bedroom,CCI9,Person enters the bedroom holding a vacuum and begins to vacuum the room.  Once finished Person begins working on homework that was on the desk.,working
1163,WIQ2O,Garage,1OHU,A person is seen drinking from a glass while sitting on a chair. The person gets up and begins tidying the area.,tidying
1164,LTQS9,Stairs,0KZ7,A person is sitting on a chair at the top of the stairs. The person grabs a broom and begins tidying the area around them.,tidying
1165,RHAJX,Bedroom,L4ZP,"A person is lying on a bed under a wide mirror. Sitting up, the person begins putting on their slippers, then goes to pick up their laptop off the shelf.",putting
1166,9O0HH,Kitchen,2RTW,Person grabs a bag of chips from the pantry and starts eating them in the kitchen.  Person turns on television on the counter.  While eating the chips the person pulls out some food and starts cooking it in a pan on the stove.,eating
1167,TC015,Laundry room,LTAC,A person walks into the room carrying a pillow.  The person puts the pillow in the cabinet and picks up a broom and starts sweeping.,sweeping
1168,IBIWF,Living room,UD06,"A person is playing with their camera. The person sets it onto the shelf, then begins tidying the area.",tidying
1169,GLIC0,Bedroom,2RTW,A person is holding a bag of clothes and then starts undressing in front of a mirror,undressing
1170,AZO8U,Kitchen,2RTW,A person is washing dishes and then starts tidying up by the window.,tidying
1171,OKYYQ,Kitchen,3VLX,"One person closes a book, stands and starts tidying up a shelf in a cabinet, then smiles and leaves the kitchen.",tidying
1172,M149H,Dining room,KFGP,Person is sitting on chair in dining room and looks at groceries and starts smiling.,smiling
1173,TRUIW,Bedroom,YMXV,A person takes a dosage of medicine and looks in the mirror. They begin opening the door and running outside.,opening
1174,V25IB,Bedroom,YMXV,A person is sitting in the hallway with their phone. They begin sneezing as they roll over to the doorway.,sneezing
1175,UO5PM,Basement (A room below the ground floor),YMXV,"A person enters the basement, turning on the light as they enter.  The person suddenly sneezes two times.  Realizing it's from all the dust, the person grabs a towel from a shelf and begins tidying up the basement.",tidying
1176,9UU4H,Bathroom,8IOD,"One person puts come clothes and a blanket in a cabinet, then starts undressing.",undressing
1177,JEDTE,Basement (A room below the ground floor),4I61,"Wrapped in a blanket with a pillow under an arm, one person grasps a bottle of medicine, drinks it, then starts laughing.",laughing
1178,EZCPC,Kitchen,3H6W,A person pours a bag of vegetables into a pan and begins cooking them on the stove. The person watches as they simmer.,cooking
1179,PLGZM,Home Office / Study (A room in a house used for work),QB52,A person takes a camera from the shelf and begins playing with it.,playing
1181,HKLB1,Closet / Walk-in closet / Spear closet,XXN8,"A person is undressing in front of a mirror. Then the person begins running to the closet to get a blanket, which the person wraps around himself.",running
1182,RZLAZ,Stairs,UTMU,A person is seen running up the stairs with a camera. They then begin lying the camera on top of some clothes,lying
1183,TNOBD,Hallway,25TD,"A person is holding a broom and tidying the room. The person begins playing on their phone as the person sits down to take a break, eating lunch.",playing
1184,BT8WU,Living room,ZAWX,A person is seen watching something on their phone. They take off their blanket and begin eating.,eating
1185,OWOCT,Bedroom,4I2W,"The person enters the bedroom and, after taking off their shoes, places a book on a table next to the bed.  The person begins sneezing and then starts laughing upon realizing that allergy season is nearly over.",laughing
1186,1VUWS,Bedroom,XXN8,A person is folding laundry on the table and notices a camera. The person starts walking towards it and accidentally hit the light switch and laugh.,walking
1187,EF5XT,Hallway,YA10,"A person begins smiling under a light, then begins pouring water in a glass",smiling
1188,87T5P,Dining room,XARO,A person is tiding up with a vacuum. The person starts sitting and watching television.,sitting
1189,FNJ2G,Hallway,T7C3,A person is sneezes then begins laughing on the phone while holding a broom.,laughing
1190,M8PXK,Dining room,9Y7F,One person is eating food at a chair with a pillow on it when another walks in and starts tidying with a broom.,tidying
1191,R1X8P,Kitchen,DXDI,"Person is opening cabinet then gets medicine out, then looks at phone and starts smiling.",smiling
1192,JK4Q2,Bathroom,9Y7F,A person turns the light on and begins washing the mirror over their bed. Then the person picks up a sandwich and begins eating it.,washing
1193,DV6U8,Bathroom,UTMU,"A person is washing their hands in the bathroom. Once they are done, they start holding a camera that they find in the cabinet and begin running out the room.",running
1194,RHV11,Living room,6RE8,A person in the laundry room is watching something on their small television. They begin taking some clothes off of a desk.,taking
1195,QT4W0,Recreation room / Man cave,BYF9,A person runs into their recreation room and starts dressing. They sit on a chair at a table.,dressing
1196,H4ZD8,Dining room,3H6W,A person is undressing in a dining room while looking at a picture then starts playing with a book.,playing
1197,7FCAW,Home Office / Study (A room in a house used for work),PKND,A person takes a bag of clothes from the corner of their home office. The person laughs as they begin undressing.,undressing
1198,3O6KD,Home Office / Study (A room in a house used for work),4OHY,The person sits on the bed and takes off their shoes. They get up and walk to the table for a glass of water and sit on the computer and starts playing a game.,playing
1199,MZJ9D,Living room,XXN8,A person is seen opening their laptop to do some homework. After a while the person closes their laptop and begins standing.,standing
1200,KVONB,Bathroom,0KZ7,"A person is washing their window, then the person starts undressing and puts their cloths on a shelf.",undressing
1201,D4RH8,Entryway (A hall that is generally located at the entrance of a house),5LWB,One person sits with a sandwich and a phone as another opens a book and starts laughing.,laughing
1202,AZ7YC,Entryway (A hall that is generally located at the entrance of a house),WG9D,A person holding a sandwich starts laughing after opening a small box.,laughing
1203,N3CUK,Bathroom,Z68L,"A person enters a bathroom, taking a book from the shelf. The person then sits on a pillow and begins working on their homework.",working
1204,UDGP2,Kitchen,6NQX,A person smiles as they look through the refrigerator. The person pulls out some food and begins cooking it.,cooking
1205,4JXAK,Kitchen,ZSRZ,"A person is cooking on a stove, then the person starts washing a mirror.",washing
1206,CTPR2,Kitchen,38MV,"A person goes from sitting to standing, walking over to the vacuum by the window and starts tidying.",tidying
1207,U91SO,Entryway (A hall that is generally located at the entrance of a house),3531,A person is seen drinking while looking at a picture. They begin lying the picture on the stairs and start closing a nearby cabinet,lying
1208,PQMTB,Home Office / Study (A room in a house used for work),HJJ4,"A person is sneezing into a towel, then the person begins grasping a bag they just picked up.",grasping
1210,XFHYX,Pantry,XXN8,"One person washes a cabinet with a towel and sneezes, then pours a drink and starts drinking.",drinking
1211,0SXRS,Living room,3531,"One person grasps a towel from a bag and starts tidying up the room, washing the top of a desk.",tidying
1214,S3TZ1,Kitchen,P6LJ,"A person opens up the refrigerator and takes out some food, then they reach for some ingredients on a nearby cabinet and begin cooking a meal.",cooking
1215,PM9HG,Entryway (A hall that is generally located at the entrance of a house),ZAWX,"A person turns the doorknob, opens the door, and walks into their home. They stand in the doorway of their entryway. The person places a book on the table and begins eating candy from the candy dish.",eating
1216,W4BZX,Laundry room,UTMU,"A person brings their laptop and food into the room, opens up the laptop and starts working.",working
1217,52FNN,Bedroom,ZAWX,A person puts a sandwich on a table.  The person then starts pouring a drink and walks through a doorway.,pouring
1218,TODWV,Bedroom,8TB9,A person awakens and begins dressing in clothes in front of a mirror.,dressing
1220,ZOL0R,Entryway (A hall that is generally located at the entrance of a house),YMXV,Person is gasping doorknob and starts opening door and putting clothes on floor.,opening
1221,0FVYR,Bedroom,KASL,A person is opening the wardrobe. Then the person sits at their desk and begins drinking coffee.,drinking
1222,IG1YT,Home Office / Study (A room in a house used for work),6RE8,A person is laughing in the study room sitting on a pillow.  the person then starts undressing and turns the lights off.,undressing
1223,VSYFA,Hallway,P3TI,"A person stands in the doorway undressing out of some clothes, then sits down and starts eating some food.",eating
1224,GIQEO,Bathroom,Z68L,A person opens the door walks into the bathroom drinking from a glass of water. The person then pours the rest of the water over themselves and pulls out a camera and starts talking selfies in the mirror.,talking
1225,PSSJ8,Dining room,4OHY,A person is seen holding some food. They close the door and begin running towards the desk and set the food down. Turning off the light.,running
1227,I329H,Living room,KFGP,"A person is standing in the living room, holding a bag of food. The person removes a food item and begins eating it.",eating
1228,583F7,Living room,UTMU,"A person walks into the living room with a bag of groceries. The person removes a salad from the grocery bag, sits down in a chair and begins eating.",eating
1229,081WM,Laundry room,LTAC,"A person is opening a laptop in the laundry room.  Then, the person starts watching a video with their cup of coffee.",watching
1230,8XXZZ,Garage,UTMU,"A person is running around in the garage. They begin putting on their shoes, and take out their phone and start waving it around.",putting
1231,M1SRW,Living room,ZAWX,"A person is seen watching something on their camera. They begin holding their camera looking at it oddly, they then set it on the table.",holding
1232,Q8UJ8,Kitchen,8718,"A person opens a bag which sits on the table. The person removes a bottled beverage, from which they begin drinking.",drinking
1233,Q6ZD9,Closet / Walk-in closet / Spear closet,3VLX,A person is tidying the clothes from the closet doorway. The person looks at the light and begins sneezing.,sneezing
1235,Z8HPQ,Kitchen,3H6W,"A person leaves some dishes in the kitchen sink and opens the refrigerator. They grab some items, leaving the fridge door open, and turn on the stove to begin cooking.  They laugh when they realize they left the refrigerator open, and close it.",cooking
1237,7ODVS,Kitchen,ZSRZ,"A person is grasping a camera, then the person starts laughing and grabs a towel.",laughing
1238,EYP8H,Stairs,9PLL,"A person is standing on the stairs holding a laptop. The person begins walking down the stairs, picking up a book on the way.",walking
1239,A81AV,Bedroom,ZAWX,"A person is in their bedroom holding a bag of shoes. They begin dressing by putting on a jacket, and then they start drinking from a glass of water.",dressing
1240,Q24OC,Dining room,4I2W,A person is holding a bag and begins putting dishes on a table.,putting
1241,8ZF5S,Kitchen,3H6W,"A person starts washing a table, they stop, walk over to a stove and begin cooking.",washing
1242,538JV,Stairs,HJJ4,A person is standing by the stairs while watching something on their phone. They begin drinking some coffee while also taking off their clothes.,drinking
1243,MP6JQ,Bedroom,9OK1,A person smiling person opens a laptop in a bedroom and starts watching a video. They stop and vacuum the floor.,watching
1246,983K8,Living room,PKND,A person is sitting on the chair holding a sandwich. The person begins eating as the person picks up a blanket from the floor.,eating
1247,8ENLP,Bedroom,Z68L,A person is sitting on the floor holding a pillow. They begin covering themselves with a towel as they start undressing.,covering
1248,IU8YI,Bedroom,PKND,A person is watching the weather outside of their window. Another person walks in the doorway and grabs a broom to begin tidying up.,tidying
1249,K1FT7,Kitchen,XKTB,A person is cooking at the stove then starts throwing items into the cabinet.,throwing
1250,1TWH6,Bathroom,DXDI,A person takes something out of a box and begins playing with it. The person pauses and looks out the window.,playing
1251,IL0LY,Living room,ID9V,A person is running with a pillow and the starts closing a desk.,closing
1252,RTGML,Pantry,OUKK,A person opens a box and finds a picture inside of it. The person smiles and starts snuggling the picture.,snuggling
1253,FZJTT,Living room,S395,"A person awakens in the living room and puts their shoes on, still lying on the couch. The person takes out their camera and begins looking through pictures.",looking
1255,8VQBR,Stairs,LTAC,A person walking up their stairs holding a broom begins running to pick up a bag at the top of the stairs.,running
1256,LTJEO,Bedroom,1OHU,"The shoes are in front of the wardrobe on the floor,  a smiling person is opening the wardrobe door, takes out some clothes and starts dressing.",dressing
1257,L52DA,Bedroom,L4ZP,A person is seen washing clothes. They begin taking a glass off of their desk.,taking
1258,P4AEF,Bedroom,2Q9D,A person lying on a pillow and covered in a blanket awakens in a bedroom and begins watching television.,watching
1259,J2J3Q,Pantry,4I61,"A person is holding a sandwich, then the person starts sneezing on a box.",sneezing
1262,MTMDN,Pantry,C7O9,One person pours a drink and starts drinking while another fixes a shelf and then leaves with a vacuum.,drinking
1263,HEZBG,Kitchen,HR43,A person drinks water with their medicine then begins cooking at the stove.,cooking
1264,C93UU,Dining room,LTAC,Person is lying in doorway looking at picture of shelf and starts laughing.,laughing
